nervous_ride;110.67%;7.35%;395MiB / 5.25GiB;112MB / 3.79MB;0B / 0B;60 ;05:09:38
nervous_ride;131.55%;6.94%;372.9MiB / 5.25GiB;112MB / 3.83MB;0B / 0B;52 ;05:09:46
nervous_ride;131.18%;6.91%;371.6MiB / 5.25GiB;112MB / 3.86MB;0B / 0B;52 ;05:09:53
nervous_ride;174.07%;6.83%;367.3MiB / 5.25GiB;112MB / 3.9MB;0B / 0B;46 ;05:10:00
nervous_ride;192.96%;8.90%;478.5MiB / 5.25GiB;112MB / 3.92MB;0B / 0B;100 ;05:10:08
nervous_ride;215.60%;8.81%;473.6MiB / 5.25GiB;113MB / 3.94MB;0B / 0B;97 ;05:10:15
nervous_ride;204.98%;8.66%;465.8MiB / 5.25GiB;113MB / 3.98MB;0B / 0B;97 ;05:10:22
nervous_ride;196.48%;8.45%;454.1MiB / 5.25GiB;113MB / 4.02MB;0B / 0B;94 ;05:10:30
nervous_ride;132.92%;8.61%;462.7MiB / 5.25GiB;113MB / 4.06MB;0B / 0B;95 ;05:10:37
nervous_ride;133.76%;6.35%;341.1MiB / 5.25GiB;114MB / 4.12MB;0B / 0B;35 ;05:10:44
nervous_ride;114.94%;7.20%;386.9MiB / 5.25GiB;114MB / 4.16MB;0B / 0B;57 ;05:10:51
nervous_ride;112.59%;7.72%;415.3MiB / 5.25GiB;114MB / 4.2MB;0B / 0B;58 ;05:10:58
nervous_ride;120.53%;7.80%;419.2MiB / 5.25GiB;115MB / 4.23MB;0B / 0B;58 ;05:11:06
nervous_ride;108.07%;7.69%;413.3MiB / 5.25GiB;115MB / 4.28MB;0B / 0B;59 ;05:11:13
nervous_ride;111.31%;7.45%;400.3MiB / 5.25GiB;115MB / 4.32MB;0B / 0B;58 ;05:11:20
nervous_ride;111.67%;7.67%;412.4MiB / 5.25GiB;115MB / 4.34MB;0B / 0B;56 ;05:11:27
nervous_ride;108.96%;8.17%;439.2MiB / 5.25GiB;115MB / 4.37MB;0B / 0B;90 ;05:11:35
nervous_ride;124.77%;8.33%;447.6MiB / 5.25GiB;116MB / 4.41MB;0B / 0B;96 ;05:11:42
nervous_ride;130.27%;8.41%;451.9MiB / 5.25GiB;116MB / 4.46MB;0B / 0B;99 ;05:11:49
nervous_ride;145.03%;6.83%;367.4MiB / 5.25GiB;116MB / 4.51MB;0B / 0B;50 ;05:11:56
nervous_ride;112.24%;7.13%;383.2MiB / 5.25GiB;116MB / 4.54MB;0B / 0B;54 ;05:12:03
nervous_ride;109.80%;7.54%;405.5MiB / 5.25GiB;117MB / 4.58MB;0B / 0B;59 ;05:12:11
nervous_ride;111.30%;7.96%;427.8MiB / 5.25GiB;117MB / 4.61MB;0B / 0B;79 ;05:12:18
nervous_ride;119.13%;7.65%;411.3MiB / 5.25GiB;117MB / 4.65MB;0B / 0B;62 ;05:12:25
nervous_ride;107.17%;7.59%;408.2MiB / 5.25GiB;117MB / 4.69MB;0B / 0B;55 ;05:12:32
nervous_ride;108.50%;7.36%;395.9MiB / 5.25GiB;118MB / 4.72MB;0B / 0B;60 ;05:12:40
nervous_ride;109.09%;7.10%;381.9MiB / 5.25GiB;118MB / 4.76MB;0B / 0B;58 ;05:12:47
nervous_ride;110.26%;7.22%;387.9MiB / 5.25GiB;118MB / 4.79MB;0B / 0B;58 ;05:12:54
nervous_ride;107.22%;6.98%;375.4MiB / 5.25GiB;118MB / 4.84MB;0B / 0B;56 ;05:13:02
nervous_ride;121.01%;3.45%;185.3MiB / 5.25GiB;119MB / 4.88MB;0B / 0B;21 ;05:13:09
nervous_ride;116.33%;2.95%;158.5MiB / 5.25GiB;119MB / 4.93MB;0B / 0B;15 ;05:13:16
nervous_ride;176.29%;5.31%;285.5MiB / 5.25GiB;119MB / 4.96MB;0B / 0B;67 ;05:13:24
nervous_ride;201.26%;5.18%;278.3MiB / 5.25GiB;119MB / 4.97MB;0B / 0B;65 ;05:13:31
nervous_ride;208.50%;5.03%;270.5MiB / 5.25GiB;120MB / 5.01MB;0B / 0B;65 ;05:13:39
nervous_ride;149.45%;5.06%;271.8MiB / 5.25GiB;120MB / 5.05MB;0B / 0B;65 ;05:13:46
nervous_ride;142.96%;5.01%;269.4MiB / 5.25GiB;120MB / 5.09MB;0B / 0B;66 ;05:13:53
nervous_ride;150.79%;2.84%;152.4MiB / 5.25GiB;121MB / 5.16MB;0B / 0B;3 ;05:14:00
nervous_ride;118.68%;3.34%;179.4MiB / 5.25GiB;121MB / 5.2MB;0B / 0B;21 ;05:14:08
nervous_ride;115.33%;3.49%;187.7MiB / 5.25GiB;121MB / 5.24MB;0B / 0B;21 ;05:14:15
nervous_ride;111.95%;3.72%;200MiB / 5.25GiB;121MB / 5.27MB;0B / 0B;26 ;05:14:22
nervous_ride;107.51%;4.21%;226.5MiB / 5.25GiB;122MB / 5.31MB;0B / 0B;27 ;05:14:29
nervous_ride;109.59%;4.13%;221.9MiB / 5.25GiB;122MB / 5.35MB;0B / 0B;26 ;05:14:37
nervous_ride;109.78%;4.23%;227.5MiB / 5.25GiB;122MB / 5.38MB;0B / 0B;30 ;05:14:44
